phi,theta,relBn
1.5468750000000000e+01,1.6875000000000000e+02,1.3233021223998979e-03
1.5468750000000000e+01,1.8000000000000000e+02,1.7774535522282519e-03
1.5468750000000000e+01,1.9125000000000000e+02,-1.8404395911946514e-04
1.5468750000000000e+01,2.0250000000000000e+02,-1.7061537233147408e-03
1.5468750000000000e+01,2.1375000000000000e+02,-1.3705177197550821e-03
1.5468750000000000e+01,2.2500000000000000e+02,2.1275950628457942e-04
1.5468750000000000e+01,2.3625000000000000e+02,1.3914143268881304e-03
1.5468750000000000e+01,2.4750000000000000e+02,5.6668183791014489e-04
1.5468750000000000e+01,2.5875000000000000e+02,-2.1746254414354549e-03
1.5468750000000000e+01,2.7000000000000000e+02,-3.9686707510259954e-03
1.5468750000000000e+01,2.8125000000000000e+02,-5.4946343404943293e-04
1.5468750000000000e+01,2.9250000000000000e+02,1.6393718351424371e-03
1.5468750000000000e+01,3.0375000000000000e+02,2.1277741448698988e-04
1.5468750000000000e+01,3.1500000000000000e+02,-1.6053652878835769e-03
1.5468750000000000e+01,3.2625000000000000e+02,-1.7518519662278586e-03
1.5468750000000000e+01,3.3750000000000000e+02,-9.9889529756010207e-04
1.5468750000000000e+01,3.4875000000000000e+02,-1.2011959228244208e-03
1.8281250000000000e+01,0.0000000000000000e+00,-1.7295176511986285e-03
1.8281250000000000e+01,1.1250000000000000e+01,-1.6129606741249198e-03
1.8281250000000000e+01,2.2500000000000000e+01,-3.7600307004381366e-04
1.8281250000000000e+01,3.3750000000000000e+01,1.2979833003728820e-04
1.8281250000000000e+01,4.5000000000000000e+01,-1.1943832418428275e-03
1.8281250000000000e+01,5.6250000000000000e+01,-2.1211861473541447e-03
1.8281250000000000e+01,6.7500000000000000e+01,-8.2433640912967367e-04
1.8281250000000000e+01,7.8750000000000000e+01,1.4842324309366670e-03
1.8281250000000000e+01,9.0000000000000000e+01,3.2165549838186205e-04
1.8281250000000000e+01,1.0125000000000000e+02,-3.8629511705478444e-03
1.8281250000000000e+01,1.1250000000000000e+02,-3.7530216047025828e-04
1.8281250000000000e+01,1.2375000000000000e+02,3.7621000968365978e-03
1.8281250000000000e+01,1.3500000000000000e+02,1.2685016230036680e-03
1.8281250000000000e+01,1.4625000000000000e+02,-2.5258236594761486e-03
1.8281250000000000e+01,1.5750000000000000e+02,-2.2661287637015296e-03
1.8281250000000000e+01,1.6875000000000000e+02,9.2703058381004688e-04
1.8281250000000000e+01,1.8000000000000000e+02,2.1584205419258084e-03
1.8281250000000000e+01,1.9125000000000000e+02,1.9715104270645730e-04
1.8281250000000000e+01,2.0250000000000000e+02,-1.9635444905966204e-03
1.8281250000000000e+01,2.1375000000000000e+02,-1.9842763855903158e-03
1.8281250000000000e+01,2.2500000000000000e+02,-1.7211398085243735e-04
1.8281250000000000e+01,2.3625000000000000e+02,1.6750577926527839e-03
1.8281250000000000e+01,2.4750000000000000e+02,1.7838119941453625e-03
1.8281250000000000e+01,2.5875000000000000e+02,-2.6741159696498418e-04
1.8281250000000000e+01,2.7000000000000000e+02,-2.7051021008404103e-03
1.8281250000000000e+01,2.8125000000000000e+02,-1.3012984142784163e-03
1.8281250000000000e+01,2.9250000000000000e+02,1.3137455422778620e-03
1.8281250000000000e+01,3.0375000000000000e+02,5.7290957210479878e-04
1.8281250000000000e+01,3.1500000000000000e+02,-1.3737436075766552e-03
1.8281250000000000e+01,3.2625000000000000e+02,-2.2968182588674366e-03
1.8281250000000000e+01,3.3750000000000000e+02,-1.9677116442921869e-03
1.8281250000000000e+01,3.4875000000000000e+02,-1.6105600604462960e-03
2.1093750000000000e+01,0.0000000000000000e+00,-3.6611392501410112e-04
2.1093750000000000e+01,1.1250000000000000e+01,-5.3421065623336769e-04
2.1093750000000000e+01,2.2500000000000000e+01,-2.9248699604210455e-05
2.1093750000000000e+01,3.3750000000000000e+01,5.1120894631432936e-06
2.1093750000000000e+01,4.5000000000000000e+01,-9.8966872499472005e-04
2.1093750000000000e+01,5.6250000000000000e+01,-1.8047174543816401e-03
2.1093750000000000e+01,6.7500000000000000e+01,-7.9571085389809973e-04
2.1093750000000000e+01,7.8750000000000000e+01,1.7184967929842203e-03
2.1093750000000000e+01,9.0000000000000000e+01,1.1460529772156327e-03
2.1093750000000000e+01,1.0125000000000000e+02,-3.8264561240200098e-03
2.1093750000000000e+01,1.1250000000000000e+02,-2.2564077658766240e-03
2.1093750000000000e+01,1.2375000000000000e+02,3.7603079033338418e-03
2.1093750000000000e+01,1.3500000000000000e+02,2.8977461767402805e-03
2.1093750000000000e+01,1.4625000000000000e+02,-1.4081641810024376e-03
2.1093750000000000e+01,1.5750000000000000e+02,-2.6616933562342276e-03
2.1093750000000000e+01,1.6875000000000000e+02,1.0699581042993716e-04
2.1093750000000000e+01,1.8000000000000000e+02,2.1585131674544873e-03
2.1093750000000000e+01,1.9125000000000000e+02,7.1679668123246065e-04
2.1093750000000000e+01,2.0250000000000000e+02,-1.7920653463912503e-03
2.1093750000000000e+01,2.1375000000000000e+02,-2.3205678488522593e-03
2.1093750000000000e+01,2.2500000000000000e+02,-5.8123157392176816e-04
2.1093750000000000e+01,2.3625000000000000e+02,1.6872345092939476e-03
2.1093750000000000e+01,2.4750000000000000e+02,2.4785964186742164e-03
2.1093750000000000e+01,2.5875000000000000e+02,8.0707560854660393e-04
2.1093750000000000e+01,2.7000000000000000e+02,-2.3840685183131121e-03
2.1093750000000000e+01,2.8125000000000000e+02,-2.5941662165915257e-03
2.1093750000000000e+01,2.9250000000000000e+02,1.4329151023156498e-03
2.1093750000000000e+01,3.0375000000000000e+02,2.3956825115586402e-03
2.1093750000000000e+01,3.1500000000000000e+02,8.9910287853338670e-04
2.1093750000000000e+01,3.2625000000000000e+02,-4.7573273027103763e-04
2.1093750000000000e+01,3.3750000000000000e+02,-6.4404569137424311e-04
2.1093750000000000e+01,3.4875000000000000e+02,-3.2234503921046634e-04
2.3906250000000000e+01,0.0000000000000000e+00,7.1231842910021248e-04
2.3906250000000000e+01,1.1250000000000000e+01,1.9966269775332644e-04
2.3906250000000000e+01,2.2500000000000000e+01,-1.2648194557126044e-04
2.3906250000000000e+01,3.3750000000000000e+01,-3.6364990789367583e-04
2.3906250000000000e+01,4.5000000000000000e+01,-4.4704388760041710e-04
2.3906250000000000e+01,5.6250000000000000e+01,-9.2239983456234758e-04
2.3906250000000000e+01,6.7500000000000000e+01,-6.0205716227608420e-04
2.3906250000000000e+01,7.8750000000000000e+01,1.6576619323267390e-03
2.3906250000000000e+01,9.0000000000000000e+01,1.8884070655772326e-03
2.3906250000000000e+01,1.0125000000000000e+02,-2.8789546520410088e-03
2.3906250000000000e+01,1.1250000000000000e+02,-3.8010092209407880e-03
2.3906250000000000e+01,1.2375000000000000e+02,2.8331972510300795e-03
2.3906250000000000e+01,1.3500000000000000e+02,3.8730659290402846e-03
2.3906250000000000e+01,1.4625000000000000e+02,-2.7285855969636966e-04
2.3906250000000000e+01,1.5750000000000000e+02,-2.8990475348858761e-03
2.3906250000000000e+01,1.6875000000000000e+02,-9.7967743648884526e-04
2.3906250000000000e+01,1.8000000000000000e+02,1.7608350211959646e-03
2.3906250000000000e+01,1.9125000000000000e+02,1.3279668674576253e-03
2.3906250000000000e+01,2.0250000000000000e+02,-1.0721174694393878e-03
2.3906250000000000e+01,2.1375000000000000e+02,-2.1724323366871549e-03
2.3906250000000000e+01,2.2500000000000000e+02,-9.1999805818024426e-04
2.3906250000000000e+01,2.3625000000000000e+02,1.3552237654735819e-03
2.3906250000000000e+01,2.4750000000000000e+02,2.5773291857887652e-03
2.3906250000000000e+01,2.5875000000000000e+02,1.2444896784803688e-03
2.3906250000000000e+01,2.7000000000000000e+02,-2.5846556694263181e-03
2.3906250000000000e+01,2.8125000000000000e+02,-4.9632907205314561e-03
2.3906250000000000e+01,2.9250000000000000e+02,-3.6085234706550648e-04
2.3906250000000000e+01,3.0375000000000000e+02,2.9182831316145667e-03
2.3906250000000000e+01,3.1500000000000000e+02,2.6740009973706858e-03
2.3906250000000000e+01,3.2625000000000000e+02,1.4874965154606111e-03
2.3906250000000000e+01,3.3750000000000000e+02,9.6534074565302703e-04
2.3906250000000000e+01,3.4875000000000000e+02,9.3772175197706165e-04
2.6718750000000000e+01,0.0000000000000000e+00,5.5916676134480875e-04
2.6718750000000000e+01,1.1250000000000000e+01,3.0696649831927315e-04
2.6718750000000000e+01,2.2500000000000000e+01,-3.3008960499146024e-04
2.6718750000000000e+01,3.3750000000000000e+01,-5.3700456871374482e-04
2.6718750000000000e+01,4.5000000000000000e+01,2.3431172371270309e-04
2.6718750000000000e+01,5.6250000000000000e+01,-3.6604993837477216e-04
2.6718750000000000e+01,6.7500000000000000e+01,-1.2138145165264188e-03
2.6718750000000000e+01,7.8750000000000000e+01,5.9747120987247110e-04
2.6718750000000000e+01,9.0000000000000000e+01,1.9195959540917631e-03
2.6718750000000000e+01,1.0125000000000000e+02,-1.5050713157789459e-03
2.6718750000000000e+01,1.1250000000000000e+02,-4.3179032943475130e-03
2.6718750000000000e+01,1.2375000000000000e+02,1.3141885099882257e-03
2.6718750000000000e+01,1.3500000000000000e+02,3.9315547078819678e-03
2.6718750000000000e+01,1.4625000000000000e+02,5.8068207452558504e-04
2.6718750000000000e+01,1.5750000000000000e+02,-2.9024481377812003e-03
2.6718750000000000e+01,1.6875000000000000e+02,-2.0265673358253523e-03
2.6718750000000000e+01,1.8000000000000000e+02,1.0524256066211566e-03
2.6718750000000000e+01,1.9125000000000000e+02,1.8267330291613997e-03
2.6718750000000000e+01,2.0250000000000000e+02,-1.7449870970477911e-05
2.6718750000000000e+01,2.1375000000000000e+02,-1.6243540909367752e-03
2.6718750000000000e+01,2.2500000000000000e+02,-1.2176219481773872e-03
2.6718750000000000e+01,2.3625000000000000e+02,6.4846671260210481e-04
2.6718750000000000e+01,2.4750000000000000e+02,2.1523165979356012e-03
2.6718750000000000e+01,2.5875000000000000e+02,1.5171411217228495e-03
2.6718750000000000e+01,2.7000000000000000e+02,-1.9181216941652490e-03
2.6718750000000000e+01,2.8125000000000000e+02,-5.7302154833141199e-03
2.6718750000000000e+01,2.9250000000000000e+02,-2.9532309943175769e-03
2.6718750000000000e+01,3.0375000000000000e+02,1.2498083981465737e-03
2.6718750000000000e+01,3.1500000000000000e+02,1.9061243575478621e-03
2.6718750000000000e+01,3.2625000000000000e+02,9.1286627407122115e-04
2.6718750000000000e+01,3.3750000000000000e+02,2.6075783085973856e-04
2.6718750000000000e+01,3.4875000000000000e+02,3.7319999736733293e-04
2.9531250000000000e+01,0.0000000000000000e+00,-1.0180354301338122e-04
2.9531250000000000e+01,1.1250000000000000e+01,1.9540323106365589e-04
2.9531250000000000e+01,2.2500000000000000e+01,-4.4728581818267554e-04
2.9531250000000000e+01,3.3750000000000000e+01,-4.7095614706546150e-04
2.9531250000000000e+01,4.5000000000000000e+01,7.7797938177189756e-04
2.9531250000000000e+01,5.6250000000000000e+01,-2.4563705882225376e-04
2.9531250000000000e+01,6.7500000000000000e+01,-2.0352109822874762e-03
2.9531250000000000e+01,7.8750000000000000e+01,-6.4043899296398340e-04
2.9531250000000000e+01,9.0000000000000000e+01,1.4921707092043074e-03
2.9531250000000000e+01,1.0125000000000000e+02,-2.8474226552795346e-04
2.9531250000000000e+01,1.1250000000000000e+02,-3.8325742549591736e-03
2.9531250000000000e+01,1.2375000000000000e+02,-2.4746938675857059e-04
2.9531250000000000e+01,1.3500000000000000e+02,3.2352466811177497e-03
2.9531250000000000e+01,1.4625000000000000e+02,1.0723400485948959e-03
2.9531250000000000e+01,1.5750000000000000e+02,-2.5915956143601200e-03
2.9531250000000000e+01,1.6875000000000000e+02,-2.7086913473440733e-03
2.9531250000000000e+01,1.8000000000000000e+02,2.1622255431153804e-04
2.9531250000000000e+01,1.9125000000000000e+02,1.9843191298313709e-03
2.9531250000000000e+01,2.0250000000000000e+02,9.6394693838622769e-04
2.9531250000000000e+01,2.1375000000000000e+02,-9.4438707648810414e-04
2.9531250000000000e+01,2.2500000000000000e+02,-1.5598739278005103e-03
2.9531250000000000e+01,2.3625000000000000e+02,-4.5053686811254249e-04
2.9531250000000000e+01,2.4750000000000000e+02,1.1792521318334452e-03
2.9531250000000000e+01,2.5875000000000000e+02,1.5521713798597398e-03
2.9531250000000000e+01,2.7000000000000000e+02,-4.3884282685293638e-04
2.9531250000000000e+01,2.8125000000000000e+02,-3.6822663680682911e-03
2.9531250000000000e+01,2.9250000000000000e+02,-3.0162272100251355e-03
2.9531250000000000e+01,3.0375000000000000e+02,4.4931554305586010e-05
2.9531250000000000e+01,3.1500000000000000e+02,2.3864384540623441e-04
2.9531250000000000e+01,3.2625000000000000e+02,-1.1909336480577391e-03
2.9531250000000000e+01,3.3750000000000000e+02,-1.8889148746732340e-03
2.9531250000000000e+01,3.4875000000000000e+02,-1.1473384104106060e-03
3.2343750000000000e+01,0.0000000000000000e+00,-5.8601704949391459e-04
3.2343750000000000e+01,1.1250000000000000e+01,-2.0007959134141500e-04
3.2343750000000000e+01,2.2500000000000000e+01,-8.2060420402688898e-04
3.2343750000000000e+01,3.3750000000000000e+01,-5.5329265337540103e-04
3.2343750000000000e+01,4.5000000000000000e+01,8.9780435714242011e-04
3.2343750000000000e+01,5.6250000000000000e+01,-1.1445781370853783e-04
3.2343750000000000e+01,6.7500000000000000e+01,-1.9728677575600079e-03
3.2343750000000000e+01,7.8750000000000000e+01,-9.7847278936332490e-04
3.2343750000000000e+01,9.0000000000000000e+01,1.2134682100259340e-03
3.2343750000000000e+01,1.0125000000000000e+02,5.8651578835107845e-04
3.2343750000000000e+01,1.1250000000000000e+02,-2.7747908892430564e-03
3.2343750000000000e+01,1.2375000000000000e+02,-1.3349726547770377e-03
3.2343750000000000e+01,1.3500000000000000e+02,2.2759374272649114e-03
3.2343750000000000e+01,1.4625000000000000e+02,1.3940408232914103e-03
3.2343750000000000e+01,1.5750000000000000e+02,-1.8664869340164695e-03
3.2343750000000000e+01,1.6875000000000000e+02,-2.7925940705518008e-03
3.2343750000000000e+01,1.8000000000000000e+02,-5.3952870703346482e-04
3.2343750000000000e+01,1.9125000000000000e+02,1.6821516128770282e-03
